"desarroll de una herramient par el monitore de event y activ de usuari en aplic web","la final del present trabaj especial de grad cons en el desarroll de una herramient con la capac de: realiz el monitore de event y accion de usuari durant su interaccion con aplic y siti web y gener inform que pued ser utiliz posterior con multipl proposit par ello se aplic una adapt del model de desarroll en casc baj una metodolog ad hoc la cual se realiz en cinc fases: descripcion de requer analisis diseñ implement y final la fas de prueb de la herramient desarroll com result final se obtuv una herramient de facil integr con la capac de realiz el proces de grabacion de event y accion relev de los usuari llev a cab reproduccion automat de dich grabacion y gener report con inform de util acerc de las activ registr por los usuari de cualqui aplic web","monitore de usuari reproduccion automat event grabacion javascript pag tagging document object model dom","aplicaciones internet" 
"sistem de inform par la gestion de las comun de proyect","el present trabaj especial de grad contempl el desarroll de un sistem de inform par la gestion de las comun de proyect sigu los estandar establec en la gui del pmbok project managemet body of knowledg gui de fundament de la gestion de proyect par dich desarroll se utiliz el metod de investig ttip proyectivapermit el levant de inform en 3 fases: inici desarroll evalu y cierr la fas de inici consist en la recopil y seleccion de la inform concernient a los formulari especific por el pmi compendium of project management practic 22000033 compendi de practic de gestion de proyect 2003 que seran usad par la compil y distribu de la inform a los interes de los proyect la fas de desarroll se bas en el analisis de las herramient y tecnic del are de gestion de las comun y adapt de los formulari seleccion en la fas anterior par desarroll un fluj de trabaj par la automatiz y manej de document par los proyect la fas de evalu y cierr verific la correctitud y completitud de la inform que ser distribu a los grup de interes de los proyect gestion por el psgp una vez seleccion tod las herramient y tecnic se llev a cab la implement de las mism y las prueb necesari par comprob su correct funcion el objet principal de este trabaj especial de grad cons en el analisis seleccion e implement de un conjunt de herramient y tecnic de la gestion de las comun bas en las descrit en el pmbok el desarroll de las interfac de usuari y model de dat correspondient ademas del conjunt de manual de usuari y sistem necesarios; permit asi el desarroll de un prototip de softwar de seguimient y control par la gestion de las comun de proyect","proyect gestion de proyect gestion de las comun pmi pmbok","base de datos"
"desarroll de una aplic web par la bibliotec alons gamer que permit el almacen gestion y busqued de la produccion intelectual de la facult de cienci de la univers central de venezuel","el siguient trabaj especial de grad abord la localiz y el dificil acces que tien la produccion intelectual de la facult de cienci de la univers central de venezuel mas especif de los trabaj especial de grad teg de pregr en el marc teoric se explic los concept asoci a la gestion del conoc y su relacion con las aplic web el format de document electron mas comun y los motor de busqued que manipul estos document electron en el marc aplic se muestr las etap del desarroll de una aplic web con un motor de busqued embeb que gestion los teg de la facult de cienci utiliz el metod de desarroll de softwar program extrem xp el sistem desarroll realiz una integr con el sistem conest par aprovech los dat alli almacen y los proces de valid de usuari y asi pod alcanz y cubr por complet los requer de los usuari de este sistem al que se le denomin bubag","univers central de venezuel facult de cienci escuel de comput bibliotec alons gamer gestion de document aplic web busqued de document electron ruby on rails program extrem xp bubag","base de datos"
"desarroll de una aplic web par la automatiz de la unid de servici comunitari de la facult de cienci","la unid de servici comunitari requier la organiz de sus proces con el uso de las tecnolog de inform y comun tic con el fin de gestion de mejor form la inform de los involucr en las activ del servici comunitari benefici a la comun estudiantil docent y el personal que la conform con el proposit de apoy a la unid de servici comunitari se plante com objet de este trabaj especial de grad el desarroll de una aplic web que automatiz los proces relacion con los curs de induccion inscripcion y control de asistent y proyect inscripcion cronogram de activ y calif en este trabaj se utiliz el metod de desarroll de softwar agil program extrem que permit la interaccion continu con el client par cubr sus neces referent al softwar en un tiemp oportun se adopt tecnolog softwar libr como: mysql ruby on rails javascript html css entre otros","unid de servici comunitari servici comunitari prestador comunitari tutor academ tutor comunitari aplic web program extrem ruby on rails","aplicaciones internet"
"sistem control de solicitud par peticion tecnolog por part del campus universitari de la ucv","el sistem de control de solicitud scs es un sistem informat de tip web portabl de atencion al client par la administr control coordin organiz y medicion de las solicitud que recib la dtic en relacion a los servici informat que prest este sistem deb coordin el cicl de atencion de la solicitud desd su creacion hast su cierr control sus transicion y organiz la inform necesari par su trat esta estructur de servic desk fue cre par la direccion de tecnolog inform y comun de la univers central de venezuel y desarroll baj el concept del decret 3390 del gobiern nacional que promuev el desarroll de herramient tecnolog baj la utiliz de tecnolog open sourc par implement lo propuest hast el moment se har uso de sql serv com sistem manej de bas de dat de igual maner se utiliz com herramient tecnolog par el desarroll de las interfac web el lenguaj de program php 5 por ultim la aplic ser soport baj el servidor web apach"," metodolog de desarroll are de conoc tecnic y herramient par la creacion de sistem analisis calid softwar alcanc tiemp cost recurs human","base de datos"
"propuest par la implement de un servici de hil musical utiliz ipv66 multicast","el objet del present trabaj especial de grad cons en investig los requer necesari par habilit un servici de hil musical sobr ipv6 multicast par la univers central de venezuel esta investig se bas en el estudi de la tecnolog multicast la infraestructur y configur necesari par este tip de servici en un entorn ipv6 el trabaj empiez con un proces de investig de la tecnolog multicast que contempl su orig evolu e interaccion con los nuev estandar de comun ip posterior en bas a dich investig se propon una infraestructur de red que abarc protocol estandar tecnolog y equip necesari par implement un servici de hil musical sobr ipv6 multicast el protocol de enrut multicast ha utiliz es pimsm deb a que es uno de los protocol mas utiliz en este tip de ambient defin formal en un rfc y adopt por las principal compañ fabric de disposit de red por otra part par el servici de difusion de los hil musical y tras una investig de las aplic dispon se utiliz microsoft windows medi servic 9 com servidor de streaming deb a un conjunt de caracterist import tal com soport de format de audi ampli despleg en internet facil instal y administr soport ipv6 y multicast entre otros final este trabaj prove ademas de una propuest par un servici de hil musical par la ucv una implement del servici par la facult de cienci","ipv6 multicast hil musical servidor de streaming","tecnologias en comunicaciones y redes de computadoras"
"diseñ de la red de are local inalambr par el edifici de aul de la facult de cienci de la ucv","el present trabaj especial de grad tien com objet elabor y propon el diseñ de una solucion inalambr bas en el estand ieee 80211 par la conect del edifici de aul de la facult de cienci de la ucv con su red de dat existent"," red de are local inalambr ieee 80211 wifi wlan sit survey estudi de siti anten radiofrecuent rf","tecnologias en comunicaciones y redes de computadoras"
"desarroll de una aplic web par la gestion de histori clinic digital","el objet de este trabaj especial de grad consist en desarroll una aplic web par la creacion y manipul de las histori clinic digital en la que se realiz el manej y diseñ de interfaz brind un mayor control y gestion de las histori clinic de los profesional de la medicin configur y administr de inform y recip medic y gestion de cit esta aplic web fue desarroll utiliz com lenguaj de program ruby on rails tecnolog del lad del client com html html5 css y javascript especif la libr jquery a traves del metod de desarroll agil de softwar program extrem xp par este trabaj especial de grad se realiz una fas de investig en la cual se efectu un estudi de las neces de mayor import con respect a las histori clinic manej por distint tip de medic especial lueg de una recoleccion de histori clinic tradicional se logr determin las caracterist comun de las mism en cuant a format proporcion inform relev par el desarroll del trabaj com product final se obtuv una aplic web que permit registr al personal medic cre configur y modific el format de las histori clinic com tambien de inform y recip medic ademas de prov la posibil de gestion cit medic","histori clinic histori clinic digital inform recip cit program extrem xp bas de dat tecnolog","aplicaciones internet"
"sistem multiagent par el analisis de sem human baj la plataform jade: agent de sesion y agent coordin","los sistem multiagent represent una solucion de desarroll de aplic distribu con el objet de solvent problem en domini especif por su condicion de sistem distribu la comun entre agent de un sistem multiagent deb ser estandariz par garantiz el principi basic de la comun com es el entend entre las part en este trabaj especial de grad se present el desarroll de dos agent del sistem multiagent analis com lo son: el agent sesion el cual tien com funcion principal la de valid la entrad al sistem y la de recib las peticion por part del usuari y el agent coordin que a su vez recib dich peticion a traves del agent sesion y coordin las tar con los agent especializ a fin de satisfac el requer y retorn una respuest adecu par el diseñ de los agent sesion y coordin se utiliz la metodolog ingeni la cual prove un conjunt de metamodel en los que se consider los diferent aspect que form part del proces de diseñ de un sistem multiagent en cuant a la implement se utiliz la plataform jad la cual ofrec una gran varied de herramient par el desarroll de este tip de sistem por otra part se defin un conjunt de objet de transferent sobr los mensaj de intercambi entre los agent par logr asi una comun estand se manej un nivel de cap con bas en las funcional de los component garantiz modular y encapsul de las activ del sma ofrec una interfaz web","sistem multiagent jad analisis de sem human ingeni objet de intercambi","inteligencia artificial"
"prototip funcional de un sistem bas en conoc par la automatiz del proces de seleccion de personal academ universitari","se present en este trabaj el desarroll de un sistem bas en conoc sbc constitu por un grup de agent que permit la automatiz del proces de  seleccion de personal  academ del mas alto nivel en  las univers  public venezolan el sbc minimiz los factor de riesg y aport insum a la tom de decision de maner objet se consider el uso de commonkads com metod de desarroll el model de agent del sbc esta constitu por  un agent anal el cual defin los criteri ha ser utiliz en la seleccion de los aspir  un agent seleccion encarg de escog eleg de un conjunt de aspir establec punt a entrev estructur analiz y evalu los test proyect aplic en esta tare se analiz el tratamient del tem se evalu aspect formal y se interpret result  las activ de estos agent se bas en el conoc adquir a part de los expert del are el cual es  represent en el model de conoc el sbc emit un inform con los result de las evalu  de los eleg seleccion","sistem bas en conoc commonkads seleccion de personal test de wartegg agent","inteligencia artificial"
"sistem multiagent par el analisis de sem human baj la plataform jade: agent de busqued y protocol de comun","en el siguient trabaj se describ el proces de desarroll de un agent de busqued en la ontolog del sistem multiagent analis este sistem esta siend desarroll con la final de apoy el analisis de la calid del sem human y se compon de los siguient agentes: sesion coordin almacenamiento/recuper morfolog clasif y el correspondient a este trabaj el agent de busqued recib solicitud del agent coordin de analis par busc termin suministr por el usuari a traves de la interfaz y retorn result segun una med de relev asoci a la localiz jerarqu del termin en la ontolog par el diseñ del agent de busqued se utiliz la metodolog ingeni la cual prove un conjunt de metamodel que consider los diferent aspect que form part del proces de diseñ de un sistem multiagent sma adicional se diseñ una especif formal de los protocol de comun utiliz diagram de secuenci uml que especific los mensaj que deb intercambi los agent del sma par llev a cab las tar relacion a un diagnost esta especif lueg fue implement en un model del sma utiliz la plataform de trabaj par sistem multiagent jad","sistem multiagent ontolog proteg ingeni jad protocol de comun","inteligencia artificial"
"clasif de la calid del sem human mediant un sistem hibr inteligent bas en cas y bas en regl","en este trabaj se present una arquitectur hibr de razon bas en regl y razon bas en cas par apoy la clasif de la calid del sem human la arquitectur proporcion a los profesional de la androlog un mecan que conjug conoc declar y de experient pas que result imprescind par clasific la calid de un eyacul la bas de cas almacen dat de espermogram y el diagnost de estos clasif sever sugerencias/observ el razon bas en cas utiliz un mecan de recuper de dos niveles: en el primer utiliz regl se realiz una clasif intercl clasif espermatica; en el segund emple la tecnic de k  vecin se logr una clasif intracl grad de sever el razon bas en regl emit sugerent y observ que complet el diagnost utiliz par esto una bas de regl que consider parametr del espermogram que no influ en la clasif la verif del sistem fue realiz satisfactori con espermogram proporcion por un laboratori de fertil","razon bas en cas razon bas en regl arquitectur hibr inteligent analisis de sem human","inteligencia artificial"
"desarroll de una aplic en ambient web par la visualiz de una ontolog par el domini del analisis de sem human","en este trabaj se propon el diseñ desarroll y construccion de una aplic web que permit la visualiz de una ontolog del domini del analisis de liqu seminal human als en el marc del desarroll del sistem bas en agent denomin analis el objet principal de este proyect resid en acced y visualiz de maner organiz y clar tant textual com grafic el conten de la ontolog del als a traves de la aplic que se propon con la final de brind el mayor apoy y soport a los profesional del are y de usuari interes se plante proporcion funcional de busqued e inferent que de form eficient y precis optimic y facilit el acces al conoc dispon par logr este objet se estudi un framework de codig abiert denomin jen que permit manipul ontolog e incorpor facil par el desarroll de motor de inferent","ontolog proteg owl visualiz de ontolog","inteligencia artificial"
"sistem multiagent par el analisis de sem human baj la plataform jade: agent de almacen y recuper","en este trabaj especial de grad se describ el proces de desarroll del agent de almacen y recuper del sistem multiagent analis el cual esta dirig a apoy el analisis de sem human y se compon de los siguient agentes: sesion coordin busqued morfolog clasif y el correspondient a este trabaj  el agent de almacen y recuper recib solicitud de los otros agent de analis par efectu oper sobr la bas de dat bien sea de busqued actualiz o almacen el agent esta en capac de realiz busqued avanz por medi de los parametr del espermogram y ademas prove al usuari de un conjunt de estadist que aport inform acerc del comport de la muestr de pacient consider par el diseñ del agent de almacen y recuper se utiliz la metodolog ingeni la cual prove un conjunt de metamodel en los que se consider los diferent aspect que form part del proces de diseñ de un sistem multiagent en la etap de implement se diseñ e implement un conjunt de objet de intercambi con la final de estandariz la comun entre los agentes; estos objet form part del protocol de comun implement por analis el agent de almacen y recuper esta estructur en cap cad una con activ especif ademas par su implement se utiliz tecnolog de vanguardi en el desarroll de sistem multiagent y manej de persistent la plataform sobr la cual se apoy el sistem analis es jad el cual prove un conjunt de herramient par aplic multiagent","sistem multiagent bas de dat plataform jad jpox ingeni","inteligencia artificial"
"un esquem hibr de razon  bas en cas y razon  bas en regl par la clasif  de la calid de sem human","los sistem hibr integr vari subsistem inteligent cad uno de los cual mantien su propi lenguaj de represent y un mecan diferent de infer solucion su objet es mejor la eficient y la potenci de razon de los sistem inteligent aisl por esta razon en el laboratori de inteligent artificial de la escuel de comput surg la ide de desarroll un sistem hibr combin el razon bas en regl rbr y el razon bas en cas rbc par apoy al profesional del bioanalisis en el diagnost de laboratori de la calid del sem y en las recomend a segu product de los hallazg encontr","razon bas en cas razon bas en regl metric de similitud","inteligencia artificial"
"desarroll de una aplic en ambient web par la visualiz de la ontolog de insect acuat","en los estudi de los ecosistem de agu corrient los macroinvertebr acuat han recib una gran atencion principal por su import com indic biolog la razon es que estos insect present una alta sensibil a los cambi ambiental por lo que se utiliz com indic de rios poc contamin el proces de identif de estas especi en el laboratori esta limit por una seri de factor entre los que destac la falt de literatur de la faun acuat de los tropic y la carenci de expert en el are adicional la inform dispon se encuentr dispers y a vec en medi de dificil acces hac que a much de los investig se les dificult el proces de estudi e investig com una form de solvent estas dificultad en un trabaj previ se desarroll una ontolog en el domini de los insect acuat par acced a este conoc de maner sencill y desd cualqui ubic geograf se present en este trabaj una aplic de visualiz par ambient web la cual le ofrec a los usuari funcional como: naveg en la ontolog y consult el conten de la mism de form grafic y textual visualiz imagen asoci a instanci especif descarg document y acced a siti de interes asoci con el domini la aplic tambien cuent con un modul de administr de conten par manten actualiz la inform conten en la aplic siend esta los enlac document y la ontolog","ontolog insect acuat aplic web  visualiz owl proteg jen","inteligencia artificial"
"prototip de sistem bas en conoc par la identif de especi de insect acuat orden plecopter","el laboratori de ecolog de sistem acuat continental del institut de biolog experimental de la facult de cienci de la univers central tien com uno de sus objet principal reconoc las comun de macroinvertebr acuat present en los principal rios del pais las investig realiz actual en el laboratori present dificultad consider principalmente: la inexistent de literatur adecu par realiz la identif de especi y la falt de expert con especializ en esa ram de la biolog conscient de las dificultad existent la neces de facilit las investig futur y ampli los conoc en el are se consider que una maner de aceler y contribu al ardu proces de identif de insect acuat es mediant la automatiz es por ello que se plante la implement de un prototip de sistem bas en conoc que a traves del uso de agent inteligent permit la emul de las activ de identif graci al conoc expert obten de los miembr del grup que realiz el proces actual el objet principal del sistem es realiz la identif de insect acuat del orden plecopter particular el gener anacroneuri encontr en venezuela; en bas a sus caracterist morfolog durant el proces de identif de especi el usuari deb seleccion las caracterist elabor en bas a clav dicotom relacion con el ejempl de su interes y el agent se encarg de orient hast culmin la identif satisfactori ademas se ofrec una gui practic de consult a traves de la cual el usuari podr obten inform adicional relacion con los insect acuat cuy desarroll ha sid enfoc al ambient web","sistem bas en conoc agent inteligent insect acuat clav dicotom","inteligencia artificial"
"ontolog en ambient web par el domini del analisis de liqu seminal human","en este trabaj se present el desarroll y construccion de una ontolog dispon en ambient web par el domini del analisis de liqu seminal human el objet de la ontolog es represent organiz formaliz estandariz y compart el conoc del domini par que pued ser acced por las person interes en cualqui moment e independient de la ubic geograf par esto se desarroll una aplic bas en una arquitectur cliente/servidor par ambient web la cual esta form por dos modulos: uno de administr y otro de acces public el modul de administr permit configur y manten el siti web de la ontolog mientr que el modul de acces public permit que los usuari pued acced al conoc dispon par la construccion de la ontolog se utiliz el metod methontology y par su implement el editor de ontolog proteg","ontolog visualiz de ontolog methontology","inteligencia artificial"
"herramient de min de datos: prototip del modul de extraccion de regl de clasif y regl de asoci","en el laboratori de inteligent artificial se han desarroll divers herramient de la min de dat que abarc el preproces de dat el analisis exploratori de dat y metod de aprendizaj en este trabaj especial de grad se present una propuest par desarroll uno de los metod de aprendizaj com lo es la extraccion de regl de clasif y regl de asoci implement un algoritm de cobertur y el algoritm apriori la aplic deb ser de facil aprendizaj y memoriz par el usuari es dec la usabil deb estar present tambien  se dese que cumpl con otras funcional com por ejempl dos algoritm par discretiz dat y permit edit las etiquet que coloc estos algoritm por defect entre otras par la implement de la aplic se utiliz el lenguaj jav usand el ambient de netbeans 55","extraccion de regl regl de clasif regl de asoci usabil","inteligencia artificial"
"prototip par el observatori socioeconom y laboral par las comun en venezuel","en el present trabaj especial de grad se desarroll el prototip de un softwar de aplic que facilit la implement de observatori especif de maner rap a traves de la definicion de los objet propi en estudi integr tod la inform en la bas de dat del sistem de maner centraliz este proces deb ser elabor por el expert de conten o de observatori y no necesari deb pos conoc de comput en lo que respect a bas de dat o program el objet principal de este trabaj es elabor una herramient en ambient web par tod aquell grup organiz que opten por la creacion de observatori par el manej de inform comunitari con el fin de apoy la tom de decision en cualqui are de aplic esta aplic fue constru baj una metodolog agil de desarroll de softwar conoc com program extrem o extrem programing  xp se emple el patron model vist control mvc este constitu un patron de ingeni de softwar que sep los dat de una aplic la interfaz de usuari y la logic de control en tres component distint mvc se aplic frecuent en aplic web dond la vist es la pagin html y el codig que prove de dat dinam a la pagin el control es el sistem de gestion de bas de dat y el model es el model de dat","observatori comun asoci aplic con tecnolog internet sistem de inform arquitectur vertical model defin por el usuari met dat","base de datos"
"desarroll del prototip de una aplic par el manej de encuest electron en disposit pocket pc utiliz bd distribu y movil","actual el uso de las bas de dat distribu y movil esta siend utiliz con mayor frecuenci esto deb a que se aplic diferent form par acced a ellas es dec se utiliz divers disposit que pued ten acces a las mism los equip com palm y pocket pc permit acced a estas bas de dat a traves de aplic movil par el manej de la inform exist una propuest por part de la empres marketing tecnology events mte de realiz un sistem de encuest el cual ya se encuentr implement en disposit palm y se dese cre dich sistem per par disposit pocket pc ya que la tendenci de desarroll de aplic movil se inclin haci estos disposit por las facil que las herramient de program ofrec nuestr objet es desarroll un prototip de aplic que permit manej encuest electron por medi de disposit pocket pc bas en una aplic ya existent de encuest hech par la plataform palm os y utiliz una bd consolid","conest 20 solicitud estudiantil servici web tecnic y herramient par la creacion de sistem rails ","base de datos"
"desarroll de una aplic web par el control del rendimient de los atlet pertenecient a la feder venezolan de deport acuat","la feder venezolan de deport acuat feved tien com objet principal llev el control de tod las disciplin acuat que se practic en el pais par ello es necesari manten un seguimient de los atlet nacional que se desenvuelv en las disciplin de natacion y agu abiert es de sum import par la feder analiz las estadist report en los competidor venezolan en cad uno de los torne nacional e internacional y asi manten control sobr el avanc que present con el pas del tiemp por tod esto feved se ve en la neces de desarroll un sistem que les permit manten control del rendimient de los atlet vincul con la disciplin de natacion y agu abiert de esta maner se podran realiz compar estadist y se mantendr un seguimient del nivel de rendimient de los competidor en period de tiemp asoci con los torne en los que hay particip el objet del trabaj especial de grad es: analiz diseñ y constru un sistem automatiz bas en web par feved que permit llev el control de los proces estadist e inform de los nadador venezolan que se desenvuelv en las disciplin de natacion y agu abiert de maner que se pued llev control al respect","feved control de proces estadist aplic web xp extrem programming","aplicaciones internet"
"centraliz y estandariz de la autent de aplic web desarroll en plataform heterogen","el present trabaj especial de grad cons en el analisis y diseñ de una solucion capaz de soport los proces de autent de los distint usuari de una corpor de maner centraliz sobr una plataform heterogene hac uso de multipl mecan protocol y prestacion baj el esquem de una arquitectur orient a servici se dese automatiz el proces de autent de usuari de maner que un sol component de softwar dec a traves de parametr cual es el destin de la solicitud de autent en funcion de la peticion realiz es dec cual servici de autent centraliz contien las autoriz solicit por el usuari el objet principal de este trabaj es realiz el analisis y diseñ de una herramient computacional en ambient de red que permit integr los diferent mecan y protocol de autent con el proposit de mejor aspect de segur de una empres de energ del estad venezolan este analisis y diseñ de la herramient se orient baj un metod agil de desarroll de softwar conoc com extrem programing o program extrem xp","integr confidencial automatiz segur en red arquitectur orient a servici autent","aplicaciones internet"
"desarroll de una aplic par administr y analiz las campañ de email marketing","mediant este document se dese describ el entorn en el cual se desarroll el trabaj realiz par wonderland web consulting cuy objet era cre una herramient sol y confiabl que les permit ampli su servici de email marketing esto permit a la empres el increment su competit y posicion mejor en el merc se plant el context tecnic existent en la empres es dec plataform usad estad del softwar que ya exist y objet que se quier alcanz con el nuev desarroll asi mism se discut una seri de de concept tecnic y fundament teoric relev al diseñ y la implement que se hiz con el fin de darl un marc tecnic al proyect tambien se expondr el esquem plant segun el cual se realiz el proyect este esquem vien dad por una implement del proces unific up mediant la cual se defin los entes que actu dentr del sistem asi com las diferent activ que estos entes llev a cab dentr del sistem y las interaccion entre ellos con esto podr defin las clas funcional y modul del program asi com defin el diseñ de la bas de dat asoci tod esto estar soport en un model realiz con el lenguaj de model unific uml","emailmarketing corre electron aplic web proces unific up lenguaj de model unific uml","aplicaciones internet"
"sistem de inform par el seguimient y control de proyect","este trabaj especial de grad contempl el desarroll de un sistem de inform par el seguimient y control de proyect sigu el estand de la gui del pmbok project managemet body of knowledg gui de fundament de la direccion de proyect par llev a cab este desarroll se utiliz el metod de investig de proyect factibl la cual en una de sus etap permit analiz y seleccion las herramient que se encuentr en el are de conoc de tiemp de la gui del pmbok el metod de desarroll utiliz cons en entreg por etap el cual facilit el analisis diseñ e implement del sistem propuest se propus un metod de program que cons en un estand par organiz la estructur del codig del sistem se analiz las herramient y tecnic correspondient al are de tiemp par seleccion aquell que se implement en el sistem mencion una vez seleccion se llev a cab la implement de las mism y las prueb necesari par comprob su correct funcion"," organiz facult de cienci ucv bpm olap ","sistemas de informacion"
"sistem de medicion y apoy al sistem de gestion de calid del are de tecnolog del banc de venezuela/grup santander: gestion de tecnolog  gestec","el are de tecnolog del banc de venezuela/grup santand com part de los compromis establec par la recertif de sus proces en este año por part del ente evalu que certific a esta organiz en el año 2005 baj la norm iso1 9001:2000 se plante el desarroll del sistem de medicion y apoy al sistem de gestion de la calid par sus proces el sistem de medicion y apoy al sistem de gestion de la calid del are de tecnolog del banc de venezuela/grup santander: gestion de tecnolog  gestec almacen de maner rap y eficient tod la inform relacion con cinc 05 de los proces del are de tecnolog del banc de venezuela/grup santand de maner tal que se pued satisfac el model iso 9001:2000 y ademas se cumpl con los requer del are de calid del banc de venezuela/grup santand el proces de analisis diseñ y desarroll del sistem inclu el conoc de los requer de la norm ademas de los proces que realiz el are o unid certific adicional result necesari conoc a la organiz estructur proces polit de calid etc y la aplic de los requer mencion anterior en dich unid el trabaj que sig a continu mostr la aplic del metod rup2 par obten la solucion del sistem baj tecnolog web incorpor a sus component el model entid relacion","organiz facult de cienci ucv bpm olap mysql ","sistemas de informacion"
"analisis diseñ y construccion de un prototip de sistem de inform geograf par la vigil y control de la malari en el estad sucr venezuel","desd el laboratori de modelaj ecolog y ambiental simb del institut de zoolog tropical izt de la facult de cienci de la ucv se vien desarroll un proyect par caracteriz la dinam de la malari en el estad sucr mediant el desarroll de un sistem de inform georeferenci sig dad que el desarroll de la malari depend de variabl tant ambiental com socioeconom polit y cultural entre otras se ha adopt un enfoqu de analisis multivari del problem el cual introduc la neces gener y manej una enorm cantid de dat sobr estas variabl que pued ser manej eficient por una herramient que permita: relacion de maner orden y baj un model de dat bien diseñ que prove ademas los mecan par captur los dat modific y proces par gener inform confiabl y precis dentr de sus component el softwar de un sig contempl una la bas de dat bd la cual pose la inform atribut asoci a los component espacial represent por element vectorial y/o rast organiz en cap de inform el sistem utiliz un sistem manej de bas de dat relacional smbdr que prove los mecan y proced que interactu con la inform atribut y espacial par realiz oper de entrad analisis y sal de dat en form de report y map temat por otra part la neces de hac dispon la inform se ha facilit con el uso de la internet par implant sistem sig y hoy dia esto es posibl mediant el uso de tecnolog web por esta razon se diseñ este prototip baj la arquitectur logic llam tres 3 cap ella cons en tener: en la primer cap el smbdr junt a la metadat en un servidor par funcion de cheque permanent de la dat y atend los 'queries' de los usuari la segund cap contien los aplic sig utiliz par manej los analisis espacial y por ultim la tercer cap form por un servidor sobr tecnolog web que aloj un portal acces via internet que permit la interaccion entre los usuari y el sistem ademas de pod gener los 'queries' sobr el servidor de la bd y public los map temat que se desarroll a part de la oper sigsmbdr de esta form el sistem intent manej la inform relat a las divers variabl ambiental que intervien en el sistem epidemiolog de la malari y sirv de soport par el analisis desarroll y puest en march de proces de monitore e inspeccion sistemat de la malari en el estad sucr par alcanz nivel de alta confiabil en el diseñ e implant de polit en el are de salud public deb a que trabaj con dat real precis con un control del error que adicional son proces valid y carg en la bas de dat del sig igual brind a los usuari inform en mod de: map temat tabl report y visualiz en el monitor los cual pued ser utiliz de apoy por organ o entes pertinent par la tom de decision que permitan: regul las condicion ambiental que propag la enfermed en termin epidem desarroll mecan de vigil y diseñ los element de control par manten la expresion de la enfermed en la zon a un nivel que no constitu un problem de salud public el sistem asi estructur se configur com una herramient que junt con las metodolog par su manten oper y actualiz constitu un paquet de tecnolog facil transfer a los aparat de salud estadal y regional que en zon dond se sufr de malari y de otras enfermedad metaxen pued represent un eficient y poder instrument par la vigil y control de tal enfermedad","organiz facult de cienci ucv bpm olap mysql ","sistemas de informacion"
"desarroll de un sistem web par la administr de encuest en line bas en tecnolog xml","la investig de merc involucr el uso de vari instrument par analiz las tendenci del consumidor algun de estos instrument incluyen: encuest estudi estadist observ entrev y grup focal la investig prove inform sobr el perfil de los client inclu sus dat demograf y psicolog estos dat son caracterist especif del grup objet necesari par desarroll un buen plan de mercade dirig al public primari y pod cre nuev product que permit satisfac al client en sus neces la encuest es un metod en el que se diseñ un cuestionari con pregunt que examin a una muestr con el fin de infer conclusion sobr la poblacion al moment de realiz una encuest es recomend que las pregunt sean cerr pregunt con altern par escog este es el metod que mas se utiliz par realiz investig de merc otro factor import es la secuenci en la cual las pregunt son present las pregunt inicial deb ser sencill e interes las pregunt se deb toc desd lo general hast lo especif el cuestionari prefer se recomiend que sea facil de leer actual meltom technologi realiz regular encuest en line con la final de determin la situacion del merc cuand se necesit elabor cad encuest el equip de mercade tien que crear: bas de dat pagin par las pregunt y pagin par los result grafic respond a las neces de la empres de realiz estudi de merc a traves del uso de encuest en line se propon la creacion de una aplic web que facilit la creacion de estas encuest y que a su vez gener result grafic y tabular que permit determin la situacion del merc par dar solucion al problem plant se propon el desarroll de una aplic web que permit la creacion de encuest en line ademas de envi invit a un conjunt de person panel dispuest a respond la encuest via corre electron ademas de establec un modul par mostr los result grafic de una encuest graci a estos result el equip presidencial tom decision con respect al estudi elabor lo cual ayud a dar respuest de una maner mas rap a la neces del client la cual es plasm por los panel en sus respuest entre los benefici obten que ofrec la aplic se encuentr la reduccion del tiemp invert por los desarroll de meltom technologi en realiz encuest en line ademas de ofrec una represent grafic de los result de la encuest facilit con esto su analisis","ceapucv aplic estandar de diseñ web modul postgr ","aplicaciones internet"
"desarroll de una aplic web par el manej del personal administr del institut universitari de estudi musical","el present trabaj expon fundament conceptual practic y de implement que sustent el trabaj especial de grad que se realiz en la division de control de estudi dce del institut universitari estudi musical iudem cuy objet son el desarroll de una aplic web par automatiz tod los proces que se llev a cab dentr de dce com son la creacion de ofert academ inscripcion solicitud estudiantil entre otros estos proces conduc al ahorr de tiemp diner y esfuerz por part del dce; asi com tambien aument la satisfaccion de los estudi profesor y entes que labor en la dce par alcanz dich objet se aplic un metod bas en la adapt de xp program extrem detall las fas de planif diseñ codif y prueb par cad una de las iter que se divid el desarroll de la aplic web se obtuv com result una aplic web par el manej del personal administr que ser integr con el rest de los modul que se encuentr en desarroll paralel a su vez agiliz el proces y convirt en los primer pas de la automatiz de una seri de tar dentr de la dce","ceapucv aplic estandar de diseñ web modul postgr ","aplicaciones internet"
